LECROYWaveRunner„U	21892	Histogram
Segments	1	SegmentSize	1997
Segment	TrigTime	TimeSinceSegment1
#1	09-Jul-2021 19:20:41	0                 
Time	Ampl
-0.197	0
-0.1965	0
-0.196	0
-0.1955	0
-0.195	0
-0.1945	0
-0.194	0
-0.1935	0
-0.193	0
-0.1925	0
-0.192	0
-0.1915	0
-0.191	0
-0.1905	0
-0.19	0
-0.1895	0
-0.189	0
-0.1885	0
-0.188	0
-0.1875	0
-0.187	0
-0.1865	0
-0.186	0
-0.1855	0
-0.185	0
-0.1845	0
-0.184	0
-0.1835	0
-0.183	0
-0.1825	0
-0.182	0
-0.1815	0
-0.181	0
-0.1805	0
-0.18	0
-0.1795	0
-0.179	0
-0.1785	0
-0.178	0
-0.1775	0
-0.177	0
-0.1765	0
-0.176	0
-0.1755	0
-0.175	0
-0.1745	0
-0.174	0
-0.1735	0
-0.173	0
-0.1725	0
-0.172	0
-0.1715	0
-0.171	0
-0.1705	0
-0.17	0
-0.1695	0
-0.169	0
-0.1685	0
-0.168	0
-0.1675	0
-0.167	0
-0.1665	0
-0.166	0
-0.1655	0
-0.165	0
-0.1645	0
-0.164	0
-0.1635	0
-0.163	0
-0.1625	0
-0.162	0
-0.1615	0
-0.161	0
-0.1605	0
-0.16	0
-0.1595	0
-0.159	0
-0.1585	0
-0.158	0
-0.1575	0
-0.157	0
-0.1565	0
-0.156	0
-0.1555	0
-0.155	0
-0.1545	0
-0.154	0
-0.1535	0
-0.153	0
-0.1525	0
-0.152	0
-0.1515	0
-0.151	0
-0.1505	0
-0.15	0
-0.1495	0
-0.149	0
-0.1485	0
-0.148	0
-0.1475	0
-0.147	0
-0.1465	0
-0.146	0
-0.1455	0
-0.145	0
-0.1445	0
-0.144	0
-0.1435	0
-0.143	0
-0.1425	0
-0.142	0
-0.1415	0
-0.141	0
-0.1405	0
-0.14	0
-0.1395	0
-0.139	0
-0.1385	0
-0.138	0
-0.1375	0
-0.137	0
-0.1365	0
-0.136	0
-0.1355	0
-0.135	0
-0.1345	0
-0.134	0
-0.1335	0
-0.133	0
-0.1325	0
-0.132	0
-0.1315	0
-0.131	0
-0.1305	0
-0.13	0
-0.1295	0
-0.129	0
-0.1285	0
-0.128	0
-0.1275	0
-0.127	0
-0.1265	0
-0.126	0
-0.1255	0
-0.125	0
-0.1245	0
-0.124	0
-0.1235	0
-0.123	0
-0.1225	0
-0.122	0
-0.1215	0
-0.121	0
-0.1205	0
-0.12	0
-0.1195	0
-0.119	0
-0.1185	0
-0.118	0
-0.1175	0
-0.117	0
-0.1165	0
-0.116	0
-0.1155	0
-0.115	0
-0.1145	0
-0.114	0
-0.1135	0
-0.113	0
-0.1125	0
-0.112	0
-0.1115	0
-0.111	0
-0.1105	0
-0.11	0
-0.1095	0
-0.109	0
-0.1085	0
-0.108	0
-0.1075	0
-0.107	0
-0.1065	0
-0.106	0
-0.1055	0
-0.105	0
-0.1045	0
-0.104	0
-0.1035	0
-0.103	0
-0.1025	0
-0.102	0
-0.1015	0
-0.101	0
-0.1005	0
-0.1	0
-0.0995	0
-0.099	0
-0.0985	0
-0.098	0
-0.0975	0
-0.097	0
-0.0965	0
-0.096	0
-0.0955	0
-0.095	0
-0.0945	0
-0.094	0
-0.0935	0
-0.093	0
-0.0925	0
-0.092	0
-0.0915	0
-0.091	0
-0.0905	0
-0.09	0
-0.0895	0
-0.089	0
-0.0885	0
-0.088	0
-0.0875	0
-0.087	0
-0.0865	0
-0.086	0
-0.0855	0
-0.085	0
-0.0845	0
-0.084	0
-0.0835	0
-0.083	0
-0.0825	0
-0.082	0
-0.0815	0
-0.081	0
-0.0805	0
-0.08	0
-0.0795	0
-0.079	0
-0.0785	0
-0.078	0
-0.0775	0
-0.077	0
-0.0765	0
-0.076	0
-0.0755	0
-0.075	0
-0.0745	0
-0.074	0
-0.0735	0
-0.073	0
-0.0725	0
-0.072	0
-0.0715	0
-0.071	0
-0.0705	0
-0.07	0
-0.0695	0
-0.069	0
-0.0685	0
-0.068	0
-0.0675	0
-0.067	0
-0.0665	0
-0.066	0
-0.0655	0
-0.065	0
-0.0645	0
-0.064	0
-0.0635	0
-0.063	0
-0.0625	0
-0.062	0
-0.0615	0
-0.061	0
-0.0605	0
-0.06	0
-0.0595	0
-0.059	0
-0.0585	0
-0.058	0
-0.0575	0
-0.057	0
-0.0565	0
-0.056	0
-0.0555	0
-0.055	0
-0.0545	0
-0.054	0
-0.0535	0
-0.053	0
-0.0525	0
-0.052	0
-0.0515	0
-0.051	0
-0.0505	0
-0.05	0
-0.0495	0
-0.049	0
-0.0485	0
-0.048	0
-0.0475	0
-0.047	0
-0.0465	0
-0.046	0
-0.0455	0
-0.045	0
-0.0445	0
-0.044	0
-0.0435	0
-0.043	0
-0.0425	0
-0.042	0
-0.0415	0
-0.041	0
-0.0405	0
-0.04	0
-0.0395	0
-0.039	0
-0.0385	0
-0.038	0
-0.0375	0
-0.037	0
-0.0365	0
-0.036	0
-0.0355	0
-0.035	0
-0.0345	0
-0.034	0
-0.0335	0
-0.033	0
-0.0325	0
-0.032	0
-0.0315	0
-0.031	0
-0.0305	0
-0.03	0
-0.0295	0
-0.029	0
-0.0285	0
-0.028	0
-0.0275	0
-0.027	0
-0.0265	0
-0.026	0
-0.0255	0
-0.025	0
-0.0245	0
-0.024	0
-0.0235	0
-0.023	0
-0.0225	0
-0.022	0
-0.0215	0
-0.021	0
-0.0205	0
-0.02	0
-0.0195	0
-0.019	0
-0.0185	0
-0.018	0
-0.0175	0
-0.017	0
-0.0165	0
-0.016	0
-0.0155	0
-0.015	0
-0.0145	0
-0.014	0
-0.0135	0
-0.013	0
-0.0125	0
-0.012	0
-0.0115	0
-0.011	0
-0.0105	0
-0.01	0
-0.0095	0
-0.009	0
-0.0085	0
-0.008	0
-0.0075	0
-0.007	0
-0.0065	0
-0.006	0
-0.0055	0
-0.005	0
-0.0045	0
-0.004	0
-0.0035	0
-0.003	0
-0.0025	0
-0.002	0
-0.0015	0
-0.001	0
-0.0005	0
2.7409e-16	0
0.0005	0
0.001	0
0.0015	0
0.002	0
0.0025	0
0.003	0
0.0035	0
0.004	0
0.0045	0
0.005	0
0.0055	0
0.006	0
0.0065	0
0.007	0
0.0075	0
0.008	0
0.0085	0
0.009	0
0.0095	0
0.01	0
0.0105	0
0.011	0
0.0115	0
0.012	0
0.0125	0
0.013	0
0.0135	0
0.014	0
0.0145	0
0.015	0
0.0155	0
0.016	0
0.0165	0
0.017	0
0.0175	0
0.018	0
0.0185	0
0.019	0
0.0195	0
0.02	0
0.0205	0
0.021	0
0.0215	0
0.022	0
0.0225	0
0.023	0
0.0235	0
0.024	0
0.0245	0
0.025	0
0.0255	0
0.026	0
0.0265	0
0.027	0
0.0275	0
0.028	0
0.0285	0
0.029	0
0.0295	0
0.03	0
0.0305	0
0.031	0
0.0315	0
0.032	0
0.0325	0
0.033	0
0.0335	0
0.034	0
0.0345	0
0.035	0
0.0355	0
0.036	0
0.0365	0
0.037	0
0.0375	0
0.038	0
0.0385	0
0.039	0
0.0395	0
0.04	0
0.0405	0
0.041	0
0.0415	0
0.042	0
0.0425	0
0.043	0
0.0435	0
0.044	0
0.0445	0
0.045	0
0.0455	0
0.046	0
0.0465	0
0.047	0
0.0475	0
0.048	0
0.0485	0
0.049	0
0.0495	0
0.05	0
0.0505	0
0.051	0
0.0515	0
0.052	0
0.0525	0
0.053	0
0.0535	0
0.054	0
0.0545	0
0.055	0
0.0555	0
0.056	0
0.0565	0
0.057	0
0.0575	0
0.058	0
0.0585	0
0.059	0
0.0595	0
0.06	0
0.0605	0
0.061	0
0.0615	0
0.062	0
0.0625	0
0.063	0
0.0635	0
0.064	0
0.0645	0
0.065	0
0.0655	0
0.066	0
0.0665	0
0.067	0
0.0675	0
0.068	0
0.0685	0
0.069	0
0.0695	0
0.07	0
0.0705	0
0.071	0
0.0715	0
0.072	0
0.0725	0
0.073	0
0.0735	0
0.074	0
0.0745	0
0.075	0
0.0755	0
0.076	0
0.0765	0
0.077	0
0.0775	0
0.078	0
0.0785	0
0.079	0
0.0795	0
0.08	0
0.0805	0
0.081	0
0.0815	0
0.082	0
0.0825	0
0.083	0
0.0835	0
0.084	0
0.0845	0
0.085	0
0.0855	0
0.086	0
0.0865	0
0.087	0
0.0875	0
0.088	0
0.0885	0
0.089	0
0.0895	0
0.09	0
0.0905	0
0.091	0
0.0915	0
0.092	0
0.0925	0
0.093	0
0.0935	0
0.094	0
0.0945	0
0.095	0
0.0955	0
0.096	0
0.0965	0
0.097	0
0.0975	0
0.098	0
0.0985	0
0.099	0
0.0995	0
0.1	0
0.1005	0
0.101	0
0.1015	0
0.102	0
0.1025	0
0.103	0
0.1035	0
0.104	0
0.1045	0
0.105	0
0.1055	0
0.106	0
0.1065	0
0.107	0
0.1075	0
0.108	0
0.1085	0
0.109	0
0.1095	0
0.11	0
0.1105	0
0.111	0
0.1115	0
0.112	0
0.1125	0
0.113	0
0.1135	0
0.114	0
0.1145	0
0.115	0
0.1155	0
0.116	0
0.1165	0
0.117	0
0.1175	0
0.118	0
0.1185	0
0.119	0
0.1195	0
0.12	0
0.1205	0
0.121	0
0.1215	0
0.122	0
0.1225	0
0.123	0
0.1235	0
0.124	0
0.1245	0
0.125	0
0.1255	0
0.126	0
0.1265	0
0.127	0
0.1275	0
0.128	0
0.1285	0
0.129	0
0.1295	0
0.13	0
0.1305	0
0.131	0
0.1315	0
0.132	0
0.1325	0
0.133	0
0.1335	0
0.134	0
0.1345	0
0.135	0
0.1355	0
0.136	0
0.1365	0
0.137	0
0.1375	0
0.138	0
0.1385	0
0.139	0
0.1395	0
0.14	0
0.1405	0
0.141	0
0.1415	0
0.142	0
0.1425	0
0.143	0
0.1435	0
0.144	0
0.1445	0
0.145	0
0.1455	0
0.146	0
0.1465	0
0.147	0
0.1475	0
0.148	0
0.1485	0
0.149	0
0.1495	0
0.15	0
0.1505	0
0.151	0
0.1515	0
0.152	0
0.1525	0
0.153	0
0.1535	0
0.154	0
0.1545	0
0.155	0
0.1555	0
0.156	0
0.1565	0
0.157	0
0.1575	0
0.158	0
0.1585	0
0.159	0
0.1595	0
0.16	0
0.1605	0
0.161	0
0.1615	0
0.162	0
0.1625	0
0.163	0
0.1635	0
0.164	0
0.1645	0
0.165	0
0.1655	0
0.166	0
0.1665	0
0.167	0
0.1675	0
0.168	0
0.1685	0
0.169	0
0.1695	0
0.17	0
0.1705	0
0.171	0
0.1715	0
0.172	0
0.1725	0
0.173	0
0.1735	0
0.174	0
0.1745	0
0.175	0
0.1755	0
0.176	0
0.1765	0
0.177	0
0.1775	0
0.178	0
0.1785	0
0.179	0
0.1795	0
0.18	0
0.1805	0
0.181	0
0.1815	0
0.182	0
0.1825	0
0.183	0
0.1835	0
0.184	0
0.1845	0
0.185	0
0.1855	0
0.186	0
0.1865	0
0.187	0
0.1875	0
0.188	0
0.1885	0
0.189	0
0.1895	0
0.19	0
0.1905	0
0.191	0
0.1915	0
0.192	0
0.1925	0
0.193	0
0.1935	0
0.194	0
0.1945	0
0.195	0
0.1955	0
0.196	0
0.1965	0
0.197	0
0.1975	0
0.198	0
0.1985	0
0.199	0
0.1995	0
0.2	0
0.2005	0
0.201	0
0.2015	0
0.202	0
0.2025	0
0.203	0
0.2035	0
0.204	0
0.2045	0
0.205	0
0.2055	0
0.206	0
0.2065	0
0.207	0
0.2075	0
0.208	0
0.2085	0
0.209	0
0.2095	0
0.21	0
0.2105	0
0.211	0
0.2115	0
0.212	0
0.2125	0
0.213	0
0.2135	0
0.214	0
0.2145	0
0.215	0
0.2155	0
0.216	0
0.2165	0
0.217	0
0.2175	0
0.218	0
0.2185	0
0.219	0
0.2195	0
0.22	0
0.2205	0
0.221	0
0.2215	0
0.222	0
0.2225	0
0.223	0
0.2235	0
0.224	0
0.2245	0
0.225	0
0.2255	0
0.226	0
0.2265	0
0.227	0
0.2275	0
0.228	0
0.2285	0
0.229	0
0.2295	0
0.23	0
0.2305	0
0.231	0
0.2315	0
0.232	0
0.2325	0
0.233	0
0.2335	0
0.234	0
0.2345	0
0.235	0
0.2355	0
0.236	0
0.2365	0
0.237	0
0.2375	0
0.238	0
0.2385	0
0.239	0
0.2395	0
0.24	0
0.2405	0
0.241	0
0.2415	0
0.242	0
0.2425	0
0.243	0
0.2435	0
0.244	0
0.2445	0
0.245	0
0.2455	0
0.246	0
0.2465	0
0.247	0
0.2475	0
0.248	0
0.2485	0
0.249	0
0.2495	0
0.25	0
0.2505	0
0.251	0
0.2515	0
0.252	0
0.2525	0
0.253	0
0.2535	0
0.254	0
0.2545	0
0.255	0
0.2555	0
0.256	0
0.2565	0
0.257	0
0.2575	0
0.258	0
0.2585	0
0.259	0
0.2595	0
0.26	0
0.2605	0
0.261	0
0.2615	0
0.262	0
0.2625	0
0.263	0
0.2635	0
0.264	0
0.2645	0
0.265	0
0.2655	0
0.266	0
0.2665	0
0.267	0
0.2675	0
0.268	0
0.2685	0
0.269	0
0.2695	0
0.27	0
0.2705	0
0.271	0
0.2715	0
0.272	0
0.2725	0
0.273	0
0.2735	0
0.274	0
0.2745	0
0.275	0
0.2755	0
0.276	0
0.2765	0
0.277	0
0.2775	0
0.278	0
0.2785	0
0.279	0
0.2795	0
0.28	0
0.2805	0
0.281	0
0.2815	0
0.282	0
0.2825	0
0.283	0
0.2835	0
0.284	0
0.2845	0
0.285	0
0.2855	0
0.286	0
0.2865	0
0.287	0
0.2875	0
0.288	0
0.2885	0
0.289	0
0.2895	0
0.29	0
0.2905	0
0.291	0
0.2915	0
0.292	0
0.2925	0
0.293	0
0.2935	0
0.294	0
0.2945	0
0.295	0
0.2955	0
0.296	0
0.2965	0
0.297	0
0.2975	0
0.298	0
0.2985	0
0.299	0
0.2995	0
0.3	0
0.3005	0
0.301	0
0.3015	0
0.302	0
0.3025	0
0.303	0
0.3035	0
0.304	0
0.3045	0
0.305	0
0.3055	0
0.306	0
0.3065	0
0.307	0
0.3075	0
0.308	0
0.3085	0
0.309	0
0.3095	0
0.31	0
0.3105	0
0.311	0
0.3115	0
0.312	0
0.3125	0
0.313	0
0.3135	0
0.314	0
0.3145	0
0.315	0
0.3155	0
0.316	0
0.3165	0
0.317	0
0.3175	0
0.318	0
0.3185	0
0.319	0
0.3195	0
0.32	0
0.3205	0
0.321	0
0.3215	0
0.322	0
0.3225	0
0.323	0
0.3235	0
0.324	0
0.3245	0
0.325	0
0.3255	0
0.326	0
0.3265	0
0.327	0
0.3275	0
0.328	0
0.3285	0
0.329	0
0.3295	0
0.33	0
0.3305	0
0.331	0
0.3315	0
0.332	0
0.3325	0
0.333	0
0.3335	0
0.334	0
0.3345	0
0.335	0
0.3355	0
0.336	0
0.3365	0
0.337	0
0.3375	0
0.338	0
0.3385	0
0.339	0
0.3395	0
0.34	0
0.3405	0
0.341	0
0.3415	0
0.342	0
0.3425	0
0.343	0
0.3435	0
0.344	0
0.3445	0
0.345	0
0.3455	0
0.346	0
0.3465	0
0.347	0
0.3475	0
0.348	0
0.3485	0
0.349	0
0.3495	0
0.35	0
0.3505	0
0.351	0
0.3515	0
0.352	0
0.3525	0
0.353	0
0.3535	0
0.354	0
0.3545	0
0.355	0
0.3555	0
0.356	0
0.3565	0
0.357	0
0.3575	0
0.358	0
0.3585	0
0.359	0
0.3595	0
0.36	0
0.3605	0
0.361	0
0.3615	0
0.362	0
0.3625	0
0.363	0
0.3635	0
0.364	0
0.3645	0
0.365	0
0.3655	0
0.366	0
0.3665	0
0.367	0
0.3675	0
0.368	0
0.3685	0
0.369	0
0.3695	0
0.37	0
0.3705	0
0.371	0
0.3715	0
0.372	0
0.3725	0
0.373	0
0.3735	0
0.374	0
0.3745	0
0.375	0
0.3755	0
0.376	0
0.3765	0
0.377	0
0.3775	0
0.378	0
0.3785	0
0.379	0
0.3795	0
0.38	0
0.3805	0
0.381	0
0.3815	0
0.382	0
0.3825	0
0.383	0
0.3835	0
0.384	0
0.3845	0
0.385	0
0.3855	0
0.386	0
0.3865	0
0.387	0
0.3875	0
0.388	0
0.3885	0
0.389	0
0.3895	0
0.39	0
0.3905	0
0.391	0
0.3915	0
0.392	0
0.3925	0
0.393	0
0.3935	0
0.394	0
0.3945	0
0.395	0
0.3955	0
0.396	0
0.3965	0
0.397	0
0.3975	0
0.398	0
0.3985	0
0.399	0
0.3995	0
0.4	0
0.4005	0
0.401	0
0.4015	0
0.402	0
0.4025	0
0.403	0
0.4035	0
0.404	0
0.4045	0
0.405	0
0.4055	0
0.406	0
0.4065	0
0.407	0
0.4075	1
0.408	0
0.4085	0
0.409	0
0.4095	1
0.41	0
0.4105	0
0.411	0
0.4115	0
0.412	0
0.4125	0
0.413	0
0.4135	0
0.414	0
0.4145	0
0.415	0
0.4155	0
0.416	1
0.4165	0
0.417	0
0.4175	0
0.418	0
0.4185	0
0.419	0
0.4195	0
0.42	0
0.4205	0
0.421	1
0.4215	0
0.422	1
0.4225	0
0.423	1
0.4235	0
0.424	0
0.4245	0
0.425	0
0.4255	0
0.426	1
0.4265	0
0.427	1
0.4275	2
0.428	0
0.4285	0
0.429	0
0.4295	1
0.43	1
0.4305	1
0.431	0
0.4315	0
0.432	1
0.4325	2
0.433	0
0.4335	1
0.434	1
0.4345	0
0.435	0
0.4355	1
0.436	0
0.4365	0
0.437	0
0.4375	4
0.438	1
0.4385	1
0.439	0
0.4395	0
0.44	2
0.4405	1
0.441	1
0.4415	4
0.442	1
0.4425	1
0.443	2
0.4435	2
0.444	3
0.4445	1
0.445	2
0.4455	2
0.446	1
0.4465	6
0.447	2
0.4475	4
0.448	1
0.4485	2
0.449	1
0.4495	7
0.45	2
0.4505	1
0.451	4
0.4515	6
0.452	4
0.4525	4
0.453	5
0.4535	2
0.454	5
0.4545	4
0.455	8
0.4555	2
0.456	6
0.4565	4
0.457	5
0.4575	11
0.458	7
0.4585	1
0.459	6
0.4595	4
0.46	4
0.4605	1
0.461	3
0.4615	6
0.462	6
0.4625	3
0.463	4
0.4635	4
0.464	8
0.4645	2
0.465	4
0.4655	6
0.466	9
0.4665	13
0.467	4
0.4675	8
0.468	8
0.4685	7
0.469	4
0.4695	6
0.47	7
0.4705	9
0.471	13
0.4715	11
0.472	14
0.4725	18
0.473	7
0.4735	8
0.474	7
0.4745	13
0.475	7
0.4755	15
0.476	15
0.4765	13
0.477	10
0.4775	17
0.478	8
0.4785	9
0.479	13
0.4795	7
0.48	3
0.4805	8
0.481	11
0.4815	9
0.482	4
0.4825	9
0.483	12
0.4835	11
0.484	10
0.4845	17
0.485	9
0.4855	11
0.486	18
0.4865	9
0.487	8
0.4875	14
0.488	12
0.4885	9
0.489	14
0.4895	11
0.49	12
0.4905	16
0.491	17
0.4915	13
0.492	18
0.4925	25
0.493	12
0.4935	9
0.494	17
0.4945	18
0.495	13
0.4955	12
0.496	16
0.4965	8
0.497	16
0.4975	11
0.498	11
0.4985	11
0.499	19
0.4995	23
0.5	11
0.5005	21
0.501	23
0.5015	13
0.502	17
0.5025	17
0.503	10
0.5035	11
0.504	20
0.5045	18
0.505	14
0.5055	10
0.506	16
0.5065	10
0.507	15
0.5075	16
0.508	13
0.5085	11
0.509	12
0.5095	15
0.51	9
0.5105	16
0.511	21
0.5115	6
0.512	9
0.5125	20
0.513	13
0.5135	9
0.514	25
0.5145	16
0.515	12
0.5155	13
0.516	18
0.5165	16
0.517	13
0.5175	20
0.518	10
0.5185	15
0.519	16
0.5195	12
0.52	12
0.5205	15
0.521	10
0.5215	17
0.522	12
0.5225	18
0.523	12
0.5235	7
0.524	16
0.5245	20
0.525	11
0.5255	12
0.526	11
0.5265	5
0.527	12
0.5275	21
0.528	11
0.5285	9
0.529	13
0.5295	10
0.53	6
0.5305	11
0.531	14
0.5315	13
0.532	13
0.5325	9
0.533	4
0.5335	6
0.534	8
0.5345	13
0.535	6
0.5355	13
0.536	8
0.5365	4
0.537	7
0.5375	8
0.538	4
0.5385	8
0.539	11
0.5395	5
0.54	8
0.5405	10
0.541	9
0.5415	11
0.542	11
0.5425	14
0.543	12
0.5435	7
0.544	2
0.5445	9
0.545	5
0.5455	3
0.546	4
0.5465	10
0.547	8
0.5475	7
0.548	5
0.5485	3
0.549	9
0.5495	0
0.55	5
0.5505	7
0.551	3
0.5515	3
0.552	4
0.5525	4
0.553	6
0.5535	3
0.554	4
0.5545	1
0.555	3
0.5555	4
0.556	3
0.5565	3
0.557	0
0.5575	3
0.558	1
0.5585	4
0.559	3
0.5595	0
0.56	0
0.5605	5
0.561	5
0.5615	0
0.562	4
0.5625	2
0.563	1
0.5635	1
0.564	1
0.5645	1
0.565	2
0.5655	2
0.566	1
0.5665	1
0.567	0
0.5675	0
0.568	1
0.5685	4
0.569	1
0.5695	3
0.57	0
0.5705	0
0.571	2
0.5715	1
0.572	1
0.5725	3
0.573	0
0.5735	0
0.574	4
0.5745	0
0.575	0
0.5755	1
0.576	0
0.5765	1
0.577	2
0.5775	2
0.578	0
0.5785	0
0.579	0
0.5795	1
0.58	0
0.5805	0
0.581	0
0.5815	0
0.582	2
0.5825	2
0.583	0
0.5835	0
0.584	1
0.5845	0
0.585	0
0.5855	0
0.586	0
0.5865	0
0.587	0
0.5875	0
0.588	1
0.5885	0
0.589	1
0.5895	0
0.59	0
0.5905	0
0.591	0
0.5915	0
0.592	0
0.5925	0
0.593	0
0.5935	0
0.594	0
0.5945	0
0.595	0
0.5955	0
0.596	0
0.5965	0
0.597	0
0.5975	0
0.598	1
0.5985	0
0.599	0
0.5995	0
0.6	0
0.6005	0
0.601	1
0.6015	0
0.602	0
0.6025	0
0.603	0
0.6035	0
0.604	0
0.6045	0
0.605	0
0.6055	1
0.606	0
0.6065	0
0.607	0
0.6075	0
0.608	0
0.6085	2
0.609	0
0.6095	0
0.61	0
0.6105	0
0.611	0
0.6115	0
0.612	0
0.6125	0
0.613	0
0.6135	0
0.614	0
0.6145	0
0.615	0
0.6155	0
0.616	0
0.6165	0
0.617	0
0.6175	0
0.618	0
0.6185	0
0.619	0
0.6195	0
0.62	0
0.6205	0
0.621	0
0.6215	0
0.622	0
0.6225	0
0.623	0
0.6235	0
0.624	0
0.6245	0
0.625	0
0.6255	0
0.626	0
0.6265	0
0.627	0
0.6275	0
0.628	0
0.6285	0
0.629	0
0.6295	0
0.63	0
0.6305	0
0.631	1
0.6315	0
0.632	0
0.6325	0
0.633	0
0.6335	0
0.634	0
0.6345	0
0.635	0
0.6355	0
0.636	0
0.6365	0
0.637	0
0.6375	0
0.638	0
0.6385	0
0.639	0
0.6395	0
0.64	0
0.6405	0
0.641	0
0.6415	0
0.642	0
0.6425	0
0.643	0
0.6435	0
0.644	0
0.6445	0
0.645	0
0.6455	0
0.646	0
0.6465	0
0.647	0
0.6475	0
0.648	0
0.6485	0
0.649	0
0.6495	0
0.65	0
0.6505	0
0.651	0
0.6515	0
0.652	0
0.6525	0
0.653	0
0.6535	0
0.654	0
0.6545	0
0.655	0
0.6555	0
0.656	0
0.6565	0
0.657	0
0.6575	0
0.658	0
0.6585	0
0.659	0
0.6595	0
0.66	0
0.6605	0
0.661	0
0.6615	0
0.662	0
0.6625	0
0.663	0
0.6635	0
0.664	0
0.6645	0
0.665	0
0.6655	0
0.666	0
0.6665	0
0.667	0
0.6675	0
0.668	0
0.6685	0
0.669	0
0.6695	0
0.67	0
0.6705	0
0.671	0
0.6715	0
0.672	0
0.6725	0
0.673	0
0.6735	0
0.674	0
0.6745	0
0.675	0
0.6755	0
0.676	0
0.6765	0
0.677	0
0.6775	0
0.678	0
0.6785	0
0.679	0
0.6795	0
0.68	0
0.6805	0
0.681	0
0.6815	0
0.682	0
0.6825	0
0.683	0
0.6835	0
0.684	0
0.6845	0
0.685	0
0.6855	0
0.686	0
0.6865	0
0.687	0
0.6875	0
0.688	0
0.6885	0
0.689	0
0.6895	0
0.69	0
0.6905	0
0.691	0
0.6915	0
0.692	0
0.6925	0
0.693	0
0.6935	0
0.694	0
0.6945	0
0.695	0
0.6955	0
0.696	0
0.6965	0
0.697	0
0.6975	0
0.698	0
0.6985	0
0.699	0
0.6995	0
0.7	0
0.7005	0
0.701	0
0.7015	0
0.702	0
0.7025	0
0.703	0
0.7035	0
